Party,Parent Category,Category,Gas,Unit,Base year,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Belgium,1.A.4 Other Sectors,1.A.4.b Residential,CH₄,kt,9.35185,9.35185,10.6553,10.3234,10.1813,8.66984,8.78214,10.1177,8.5858,8.13706,7.73519,7.32734,8.0537,7.1541,8.06015,8.36815,8.60338,8.9163,8.63487,10.092,10.8116,12.2036,9.09025,10.598,12.0044,8.85679,10.2089,11.2993,10.6372,10.5299,10.2287
Belgium,1.A.4 Other Sectors,1.A.4.b Residential,CO₂,kt,20483.1,20483.1,22168,22057.2,22008.3,21133.5,22350.5,26403.5,22861.4,23206,22323.1,21093,23064.3,22667.3,22955.5,21430.1,21016.9,20066.6,18381.6,19417.1,18380.4,20423.7,16810.5,17393.6,18985.4,15660.7,16470.7,16561,16428.7,16257.9,15803.9
Belgium,1.A.4 Other Sectors,1.A.4.b Residential,N₂O,kt,0.1367,0.1367,0.154655,0.15819,0.158978,0.156287,0.162813,0.189217,0.165328,0.168356,0.162502,0.160248,0.177198,0.163923,0.179879,0.173899,0.175147,0.172776,0.16292,0.185554,0.185109,0.212894,0.164035,0.18551,0.206583,0.158337,0.181606,0.192166,0.187114,0.187313,0.183955
Belgium,1.A.4 Other Sectors,1.A.4.b.i Stationary Combustion,Aggregate GHGs,kt CO₂ equivalent,20694.9,20694.9,22417.8,22299.9,22247.7,21334.2,22555.8,26649.8,23061.9,23395.7,22500.4,21258.9,23252.7,22828.5,23143.1,21622.3,21214.2,20269.7,18573.4,19651.1,18632.7,20721,16996.8,17623.1,19255.8,15835.8,16686.3,16806.4,16659.2,16485.5,16022.7
Belgium,1.A.4 Other Sectors,1.A.4.b.i Stationary Combustion,CH₄,kt,9.3041,9.3041,10.6089,10.2782,10.1371,8.62641,8.73928,10.075,8.54339,8.09441,7.69222,7.2842,8.01032,7.11036,8.01598,8.32329,8.55821,8.87125,8.59001,10.0474,10.7683,12.1615,9.03875,10.5472,11.9542,8.80699,10.1598,11.2502,10.588,10.4806,10.1812
Belgium,1.A.4 Other Sectors,1.A.4.b.i Stationary Combustion,CO₂,kt,20421.9,20421.9,22106.8,21996.1,21947.2,21072.3,22289.1,26341.8,22799.4,23143.4,22260,21029.3,23000,22602.2,22889.5,21362.8,20948.4,19996.8,18310.5,19345,18308.7,20353.9,16722.4,17304.6,18895.9,15568.9,16378.6,16468.4,16339.3,16168.2,15713.8
Belgium,1.A.4 Other Sectors,1.A.4.b.i Stationary Combustion,N₂O,kt,0.135714,0.135714,0.153654,0.157185,0.157968,0.155271,0.161781,0.188179,0.164283,0.167304,0.161433,0.159171,0.176112,0.162817,0.178761,0.172754,0.173983,0.171584,0.161702,0.18432,0.183851,0.211626,0.162426,0.183882,0.204937,0.156672,0.179935,0.190487,0.185428,0.185621,0.182247
Belgium,1.A.4 Other Sectors,1.A.4.b.ii Off-road Vehicles and Other Machinery,Aggregate GHGs,kt CO₂ equivalent,62.6865,62.6865,62.6126,62.5344,62.5225,62.6,62.7315,63.0497,63.3767,63.9096,64.4947,65.0748,65.7594,66.571,67.505,68.8178,70.0551,71.3392,72.568,73.6103,73.1276,71.1741,89.7745,90.7399,91.2941,93.5169,93.8001,94.4013,91.2012,91.393,91.7824
Belgium,1.A.4 Other Sectors,1.A.4.b.ii Off-road Vehicles and Other Machinery,CH₄,kt,0.0477457,0.0477457,0.0464336,0.0451523,0.0441621,0.0434335,0.042859,0.0426787,0.0424082,0.0426409,0.0429767,0.043142,0.0433756,0.0437362,0.0441628,0.0448559,0.0451718,0.0450519,0.04486,0.0446275,0.043327,0.042143,0.0514954,0.0508559,0.0501281,0.0498002,0.0491006,0.0490857,0.0491793,0.0492548,0.047459
Belgium,1.A.4 Other Sectors,1.A.4.b.ii Off-road Vehicles and Other Machinery,CO₂,kt,61.1992,61.1992,61.1536,61.1059,61.1174,61.2115,61.3528,61.6735,62.0053,62.5302,63.1017,63.6753,64.3515,65.148,66.0677,67.3552,68.5789,69.8576,71.0832,72.1268,71.6698,69.7426,88.0075,88.983,89.5502,91.7758,92.0745,92.6737,89.469,89.6573,90.0871
Belgium,1.A.4 Other Sectors,1.A.4.b.ii Off-road Vehicles and Other Machinery,N₂O,kt,0.000985509,0.000985509,0.0010005,0.00100566,0.00101017,0.00101555,0.00103106,0.00103766,0.00104452,0.00105162,0.00106888,0.00107711,0.00108576,0.00110597,0.00111847,0.00114513,0.00116387,0.00119243,0.00121882,0.00123449,0.0012572,0.00126811,0.00160927,0.00162891,0.00164649,0.00166451,0.00167128,0.00167944,0.00168687,0.00169244,0.00170739
Belgium,1.A.4 Other Sectors,1.A.4.c Agriculture/Forestry/Fishing,Aggregate GHGs,kt CO₂ equivalent,3086.85,3086.85,3099.3,3118.74,3134.01,3181.96,3017.07,3065.58,2951.82,2926.8,2791.15,2568.6,2519.06,2483.06,2459.03,2535.91,2509.12,2438.04,2183.01,1978.43,2058.96,2264.64,1967.36,2045.11,2117.4,1934.06,2211.92,2264.41,2282.87,2379.32,2465.76
Belgium,1.A.4 Other Sectors,1.A.4.c Agriculture/Forestry/Fishing,CH₄,kt,0.476479,0.476479,0.469869,0.454168,0.448876,0.446907,0.419781,0.413749,0.409386,0.371286,0.356811,0.346403,0.320282,0.327398,0.325006,0.35001,0.395145,0.38903,0.913782,1.94384,2.70434,3.41577,3.6527,3.99541,4.00002,3.75768,4.19552,4.45401,4.63782,4.98935,5.36115
Belgium,1.A.4 Other Sectors,1.A.4.c Agriculture/Forestry/Fishing,CO₂,kt,3036.95,3036.95,3050.22,3069.99,3085.83,3133.96,2969.77,3017.76,2904.34,2880.15,2744.49,2522.8,2474.92,2438.6,2413.1,2488.05,2460.13,2389.55,2120.79,1891.28,1952.85,2141.45,1839.16,1909.99,1981.93,1805.36,2067.84,2116.88,2131.41,2217.9,2295.12
Belgium,1.A.4 Other Sectors,1.A.4.c Agriculture/Forestry/Fishing,N₂O,kt,0.127466,0.127466,0.125288,0.12551,0.124033,0.123571,0.12352,0.125753,0.124977,0.125406,0.126661,0.124632,0.121237,0.12172,0.126857,0.131231,0.131221,0.130086,0.132136,0.129375,0.129195,0.126835,0.123764,0.118232,0.119034,0.116632,0.131494,0.121409,0.119192,0.123131,0.12287
Belgium,1.A.4 Other Sectors,1.A.4.c.i Stationary,Aggregate GHGs,kt CO₂ equivalent,1985.7,1985.7,2025.09,2066.3,2106.76,2178.84,2033.36,2091.77,1986.86,1976.56,1854.65,1659.18,1661.57,1656.59,1638.36,1717.23,1699.03,1656.99,1355.16,1184.69,1307.76,1518.91,1238.06,1340.7,1427.03,1251.05,1498.19,1581.1,1616.4,1701.29,1793.31
Belgium,1.A.4 Other Sectors,1.A.4.c.i Stationary,CH₄,kt,0.0650773,0.0650773,0.0622522,0.059537,0.0567497,0.0578589,0.0469374,0.0479674,0.0457384,0.0414622,0.0378971,0.0395513,0.0394104,0.0507985,0.05081,0.0772752,0.124327,0.122497,0.648549,1.68295,2.44953,3.16315,3.41037,3.75551,3.7797,3.53897,3.97877,4.26345,4.45557,4.80708,5.22543
Belgium,1.A.4 Other Sectors,1.A.4.c.i Stationary,CO₂,kt,1981.13,1981.13,2020.49,2061.66,2102.08,2173.88,2028.86,2087.06,1982.26,1972.13,1850.29,1654.78,1657.17,1651.92,1633.73,1711.54,1692.28,1650.46,1335.45,1139.95,1243.73,1437.07,1151.16,1244.96,1330.28,1160.85,1396.57,1472.41,1502.87,1579.11,1660.72
Belgium,1.A.4 Other Sectors,1.A.4.c.i Stationary,N₂O,kt,0.00986547,0.00986547,0.0102221,0.0105842,0.0109352,0.0117954,0.0111532,0.0117657,0.0115814,0.0113676,0.0114364,0.0114569,0.0114799,0.0114144,0.0112967,0.0126364,0.0122328,0.0116209,0.0117108,0.00896958,0.0093829,0.00927203,0.00550122,0.00620535,0.00757238,0.00580268,0.0072301,0.00706337,0.00719295,0.0067441,0.00655864
Belgium,1.A.4 Other Sectors,1.A.4.c.ii Off-road Vehicles and Other Machinery,Aggregate GHGs,kt CO₂ equivalent,648.34,648.34,638.024,632.882,624.321,616.811,614.145,620.985,628.892,630.915,633.936,623.595,588.391,586.61,598.559,604.584,602.851,599.238,654.618,648.56,640.857,626.719,623.828,600.396,593.357,584.423,618.883,589.325,575.632,587.191,581.616
Belgium,1.A.4 Other Sectors,1.A.4.c.ii Off-road Vehicles and Other Machinery,CH₄,kt,0.350645,0.350645,0.349091,0.338336,0.338063,0.337215,0.323256,0.31844,0.318555,0.286977,0.278317,0.2685,0.244766,0.244417,0.244394,0.244009,0.243012,0.242138,0.241988,0.241406,0.240006,0.236654,0.228176,0.225945,0.207309,0.205483,0.204025,0.177948,0.17006,0.170079,0.12353
Belgium,1.A.4 Other Sectors,1.A.4.c.ii Off-road Vehicles and Other Machinery,CO₂,kt,605.615,605.615,596.053,591.182,583.133,575.998,573.465,579.902,587.942,590.523,593.367,583.842,550.21,548.204,558.545,563.656,561.814,558.318,613.097,606.993,599.418,586.054,583.134,561.613,555.191,546.495,576.979,551.027,538.223,548.474,544.085
Belgium,1.A.4 Other Sectors,1.A.4.c.ii Off-road Vehicles and Other Machinery,N₂O,kt,0.113955,0.113955,0.111554,0.111548,0.109854,0.108666,0.109392,0.111147,0.11069,0.111468,0.112788,0.110874,0.107591,0.108375,0.113772,0.116871,0.11732,0.117002,0.119031,0.119237,0.118924,0.116605,0.117414,0.111189,0.110681,0.110036,0.1235,0.113589,0.111268,0.115656,0.11558
Belgium,1.A.4 Other Sectors,1.A.4.c.iii Fishing,Aggregate GHGs,kt CO₂ equivalent,452.812,452.812,436.185,419.559,402.933,386.306,369.569,352.832,336.068,319.331,302.566,285.829,269.092,239.854,222.109,214.087,207.233,181.812,173.239,145.175,110.341,119.018,105.474,104.02,97.0133,98.5862,94.8415,93.9836,90.837,90.837,90.837
Belgium,1.A.4 Other Sectors,1.A.4.c.iii Fishing,CH₄,kt,0.0607566,0.0607566,0.0585257,0.0562949,0.054064,0.0518332,0.0495874,0.0473417,0.0450923,0.0428466,0.0405972,0.0383515,0.0361058,0.0321827,0.0298018,0.0287254,0.0278057,0.0243949,0.0232445,0.019479,0.0148051,0.0159694,0.0141521,0.013957,0.0130169,0.0132279,0.0127255,0.0126104,0.0121882,0.0121882,0.0121882
Belgium,1.A.4 Other Sectors,1.A.4.c.iii Fishing,CO₂,kt,450.206,450.206,433.676,417.145,400.614,384.084,367.443,350.802,334.134,317.493,300.825,284.185,267.544,238.474,220.831,212.855,206.04,180.766,172.242,144.34,109.706,118.333,104.867,103.421,96.4552,98.019,94.2959,93.4429,90.3144,90.3144,90.3144
Belgium,1.A.4 Other Sectors,1.A.4.c.iii Fishing,N₂O,kt,0.0036454,0.0036454,0.00351154,0.00337769,0.00324384,0.00310999,0.00297525,0.0028405,0.00270554,0.0025708,0.00243583,0.00230109,0.00216635,0.00193096,0.00178811,0.00172352,0.00166834,0.00146369,0.00139467,0.00116874,0.000888308,0.000958166,0.000849125,0.000837419,0.000781014,0.000793676,0.000763529,0.000756623,0.000731291,0.000731291,0.000731291
Belgium,1.A.4.a Commercial/Institutional,1.A.4.a.i Stationary Combustion,Aggregate GHGs,kt CO₂ equivalent,4310.97,4310.97,5488.58,5401.18,5566.97,6024.18,5590.94,6717.93,6070.28,6084.55,6092.87,6007.95,6351.96,6095.39,6363.23,6368.92,6287.8,5848.67,5477.61,6151.92,6337.71,6764.51,5428.85,5845.63,6125.47,5039.65,5614.68,5657.66,5703.15,5784.01,5735.65
Belgium,1.A.4.a Commercial/Institutional,1.A.4.a.i Stationary Combustion,CH₄,kt,0.417795,0.417795,0.383828,0.384506,0.387627,0.603083,0.653056,0.727196,0.711007,0.747963,0.754272,0.658841,0.722805,0.618914,0.655228,0.78604,0.891764,0.854933,0.847288,0.899729,0.920337,1.01421,0.817853,0.803118,1.03159,0.98345,1.14626,1.15803,1.2747,1.18748,1.15399
Belgium,1.A.4.a Commercial/Institutional,1.A.4.a.i Stationary Combustion,CO₂,kt,4288.99,4288.99,5464.75,5377.38,5542.62,5992.97,5558.56,6680.77,6035.38,6048.55,6056.06,5973.88,6315.05,6062.13,6327.37,6327.98,6244.39,5807.53,5437.25,6108.32,6292.62,6715.71,5389.28,5805.73,6078.07,4996.19,5564.93,5607.31,5649.91,5733.04,5685.84
Belgium,1.A.4.a Commercial/Institutional,1.A.4.a.i Stationary Combustion,N₂O,kt,0.0387331,0.0387331,0.0477712,0.047589,0.0491887,0.054122,0.0538502,0.0636941,0.0574574,0.0580832,0.0602331,0.0590663,0.0632184,0.0596977,0.0653708,0.0714586,0.0708559,0.0663454,0.0643591,0.0708326,0.0740866,0.0786666,0.0641747,0.0665115,0.0724958,0.06332,0.0707916,0.0717948,0.0717268,0.0714303,0.070344
Belgium,1.A.4.b Residential,1.A.4.b.i Stationary Combustion,Aggregate GHGs,kt CO₂ equivalent,20694.9,20694.9,22417.8,22299.9,22247.7,21334.2,22555.8,26649.8,23061.9,23395.7,22500.4,21258.9,23252.7,22828.5,23143.1,21622.3,21214.2,20269.7,18573.4,19651.1,18632.7,20721,16996.8,17623.1,19255.8,15835.8,16686.3,16806.4,16659.2,16485.5,16022.7
Belgium,1.A.4.b Residential,1.A.4.b.i Stationary Combustion,CH₄,kt,9.3041,9.3041,10.6089,10.2782,10.1371,8.62641,8.73928,10.075,8.54339,8.09441,7.69222,7.2842,8.01032,7.11036,8.01598,8.32329,8.55821,8.87125,8.59001,10.0474,10.7683,12.1615,9.03875,10.5472,11.9542,8.80699,10.1598,11.2502,10.588,10.4806,10.1812
Belgium,1.A.4.b Residential,1.A.4.b.i Stationary Combustion,CO₂,kt,20421.9,20421.9,22106.8,21996.1,21947.2,21072.3,22289.1,26341.8,22799.4,23143.4,22260,21029.3,23000,22602.2,22889.5,21362.8,20948.4,19996.8,18310.5,19345,18308.7,20353.9,16722.4,17304.6,18895.9,15568.9,16378.6,16468.4,16339.3,16168.2,15713.8
Belgium,1.A.4.b Residential,1.A.4.b.i Stationary Combustion,N₂O,kt,0.135714,0.135714,0.153654,0.157185,0.157968,0.155271,0.161781,0.188179,0.164283,0.167304,0.161433,0.159171,0.176112,0.162817,0.178761,0.172754,0.173983,0.171584,0.161702,0.18432,0.183851,0.211626,0.162426,0.183882,0.204937,0.156672,0.179935,0.190487,0.185428,0.185621,0.182247
Belgium,1.A.4.b Residential,1.A.4.b.ii Off-road Vehicles and Other Machinery,Aggregate GHGs,kt CO₂ equivalent,62.6865,62.6865,62.6126,62.5344,62.5225,62.6,62.7315,63.0497,63.3767,63.9096,64.4947,65.0748,65.7594,66.571,67.505,68.8178,70.0551,71.3392,72.568,73.6103,73.1276,71.1741,89.7745,90.7399,91.2941,93.5169,93.8001,94.4013,91.2012,91.393,91.7824
Belgium,1.A.4.b Residential,1.A.4.b.ii Off-road Vehicles and Other Machinery,CH₄,kt,0.0477457,0.0477457,0.0464336,0.0451523,0.0441621,0.0434335,0.042859,0.0426787,0.0424082,0.0426409,0.0429767,0.043142,0.0433756,0.0437362,0.0441628,0.0448559,0.0451718,0.0450519,0.04486,0.0446275,0.043327,0.042143,0.0514954,0.0508559,0.0501281,0.0498002,0.0491006,0.0490857,0.0491793,0.0492548,0.047459
Belgium,1.A.4.b Residential,1.A.4.b.ii Off-road Vehicles and Other Machinery,CO₂,kt,61.1992,61.1992,61.1536,61.1059,61.1174,61.2115,61.3528,61.6735,62.0053,62.5302,63.1017,63.6753,64.3515,65.148,66.0677,67.3552,68.5789,69.8576,71.0832,72.1268,71.6698,69.7426,88.0075,88.983,89.5502,91.7758,92.0745,92.6737,89.469,89.6573,90.0871
Belgium,1.A.4.b Residential,1.A.4.b.ii Off-road Vehicles and Other Machinery,N₂O,kt,0.000985509,0.000985509,0.0010005,0.00100566,0.00101017,0.00101555,0.00103106,0.00103766,0.00104452,0.00105162,0.00106888,0.00107711,0.00108576,0.00110597,0.00111847,0.00114513,0.00116387,0.00119243,0.00121882,0.00123449,0.0012572,0.00126811,0.00160927,0.00162891,0.00164649,0.00166451,0.00167128,0.00167944,0.00168687,0.00169244,0.00170739
Belgium,1.A.4.c Agriculture/Forestry/Fishing,1.A.4.c.i Stationary,Aggregate GHGs,kt CO₂ equivalent,1985.7,1985.7,2025.09,2066.3,2106.76,2178.84,2033.36,2091.77,1986.86,1976.56,1854.65,1659.18,1661.57,1656.59,1638.36,1717.23,1699.03,1656.99,1355.16,1184.69,1307.76,1518.91,1238.06,1340.7,1427.03,1251.05,1498.19,1581.1,1616.4,1701.29,1793.31
Belgium,1.A.4.c Agriculture/Forestry/Fishing,1.A.4.c.i Stationary,CH₄,kt,0.0650773,0.0650773,0.0622522,0.059537,0.0567497,0.0578589,0.0469374,0.0479674,0.0457384,0.0414622,0.0378971,0.0395513,0.0394104,0.0507985,0.05081,0.0772752,0.124327,0.122497,0.648549,1.68295,2.44953,3.16315,3.41037,3.75551,3.7797,3.53897,3.97877,4.26345,4.45557,4.80708,5.22543
Belgium,1.A.4.c Agriculture/Forestry/Fishing,1.A.4.c.i Stationary,CO₂,kt,1981.13,1981.13,2020.49,2061.66,2102.08,2173.88,2028.86,2087.06,1982.26,1972.13,1850.29,1654.78,1657.17,1651.92,1633.73,1711.54,1692.28,1650.46,1335.45,1139.95,1243.73,1437.07,1151.16,1244.96,1330.28,1160.85,1396.57,1472.41,1502.87,1579.11,1660.72
Belgium,1.A.4.c Agriculture/Forestry/Fishing,1.A.4.c.i Stationary,N₂O,kt,0.00986547,0.00986547,0.0102221,0.0105842,0.0109352,0.0117954,0.0111532,0.0117657,0.0115814,0.0113676,0.0114364,0.0114569,0.0114799,0.0114144,0.0112967,0.0126364,0.0122328,0.0116209,0.0117108,0.00896958,0.0093829,0.00927203,0.00550122,0.00620535,0.00757238,0.00580268,0.0072301,0.00706337,0.00719295,0.0067441,0.00655864
Belgium,1.A.4.c Agriculture/Forestry/Fishing,1.A.4.c.ii Off-road Vehicles and Other Machinery,Aggregate GHGs,kt CO₂ equivalent,648.34,648.34,638.024,632.882,624.321,616.811,614.145,620.985,628.892,630.915,633.936,623.595,588.391,586.61,598.559,604.584,602.851,599.238,654.618,648.56,640.857,626.719,623.828,600.396,593.357,584.423,618.883,589.325,575.632,587.191,581.616
Belgium,1.A.4.c Agriculture/Forestry/Fishing,1.A.4.c.ii Off-road Vehicles and Other Machinery,CH₄,kt,0.350645,0.350645,0.349091,0.338336,0.338063,0.337215,0.323256,0.31844,0.318555,0.286977,0.278317,0.2685,0.244766,0.244417,0.244394,0.244009,0.243012,0.242138,0.241988,0.241406,0.240006,0.236654,0.228176,0.225945,0.207309,0.205483,0.204025,0.177948,0.17006,0.170079,0.12353
Belgium,1.A.4.c Agriculture/Forestry/Fishing,1.A.4.c.ii Off-road Vehicles and Other Machinery,CO₂,kt,605.615,605.615,596.053,591.182,583.133,575.998,573.465,579.902,587.942,590.523,593.367,583.842,550.21,548.204,558.545,563.656,561.814,558.318,613.097,606.993,599.418,586.054,583.134,561.613,555.191,546.495,576.979,551.027,538.223,548.474,544.085
Belgium,1.A.4.c Agriculture/Forestry/Fishing,1.A.4.c.ii Off-road Vehicles and Other Machinery,N₂O,kt,0.113955,0.113955,0.111554,0.111548,0.109854,0.108666,0.109392,0.111147,0.11069,0.111468,0.112788,0.110874,0.107591,0.108375,0.113772,0.116871,0.11732,0.117002,0.119031,0.119237,0.118924,0.116605,0.117414,0.111189,0.110681,0.110036,0.1235,0.113589,0.111268,0.115656,0.11558
Belgium,1.A.4.c Agriculture/Forestry/Fishing,1.A.4.c.iii Fishing,Aggregate GHGs,kt CO₂ equivalent,452.812,452.812,436.185,419.559,402.933,386.306,369.569,352.832,336.068,319.331,302.566,285.829,269.092,239.854,222.109,214.087,207.233,181.812,173.239,145.175,110.341,119.018,105.474,104.02,97.0133,98.5862,94.8415,93.9836,90.837,90.837,90.837
Belgium,1.A.4.c Agriculture/Forestry/Fishing,1.A.4.c.iii Fishing,CH₄,kt,0.0607566,0.0607566,0.0585257,0.0562949,0.054064,0.0518332,0.0495874,0.0473417,0.0450923,0.0428466,0.0405972,0.0383515,0.0361058,0.0321827,0.0298018,0.0287254,0.0278057,0.0243949,0.0232445,0.019479,0.0148051,0.0159694,0.0141521,0.013957,0.0130169,0.0132279,0.0127255,0.0126104,0.0121882,0.0121882,0.0121882
Belgium,1.A.4.c Agriculture/Forestry/Fishing,1.A.4.c.iii Fishing,CO₂,kt,450.206,450.206,433.676,417.145,400.614,384.084,367.443,350.802,334.134,317.493,300.825,284.185,267.544,238.474,220.831,212.855,206.04,180.766,172.242,144.34,109.706,118.333,104.867,103.421,96.4552,98.019,94.2959,93.4429,90.3144,90.3144,90.3144
Belgium,1.A.4.c Agriculture/Forestry/Fishing,1.A.4.c.iii Fishing,N₂O,kt,0.0036454,0.0036454,0.00351154,0.00337769,0.00324384,0.00310999,0.00297525,0.0028405,0.00270554,0.0025708,0.00243583,0.00230109,0.00216635,0.00193096,0.00178811,0.00172352,0.00166834,0.00146369,0.00139467,0.00116874,0.000888308,0.000958166,0.000849125,0.000837419,0.000781014,0.000793676,0.000763529,0.000756623,0.000731291,0.000731291,0.000731291
Belgium,1.A.5 Other (Not specified elsewhere),1.A.5.b Mobile,Aggregate GHGs,kt CO₂ equivalent,173.614,173.614,208.547,206.273,201.581,213.549,209.767,223.91,232.386,215.73,231.184,221.974,231.227,227.696,226.553,206.536,204.946,203.981,168.822,161.925,154.83,131.352,128.029,111.131,104.435,100.759,107.436,110.289,105.938,115.673,104.403
Belgium,1.A.5 Other (Not specified elsewhere),1.A.5.b Mobile,CH₄,kt,0.000422284,0.000422284,0.0011067,0.0010682,0.00100647,0.00124786,0.00791176,0.0115281,0.011766,0.00948015,0.0125318,0.0123374,0.0126381,0.0119044,0.0118717,0.00983077,0.009736,0.00972046,0.00839706,0.00898431,0.00842748,0.00558898,0.00685056,0.00623727,0.00565608,0.00574882,0.00591763,0.00675564,0.00624062,0.00600149,0.00432093
Belgium,1.A.5 Other (Not specified elsewhere),1.A.5.b Mobile,CO₂,kt,171.933,171.933,206.431,204.184,199.546,211.366,207.446,221.369,229.765,213.317,228.576,219.481,228.625,225.135,224,204.234,202.669,201.71,166.919,160.074,153.052,129.865,126.557,109.84,103.225,99.574,106.187,108.996,104.707,114.359,103.231
Belgium,1.A.5 Other (Not specified elsewhere),1.A.5.b Mobile,N₂O,kt,0.00560668,0.00560668,0.00701081,0.00692124,0.00674258,0.00721933,0.00712288,0.00755994,0.00781012,0.00730197,0.00769961,0.00732944,0.00767232,0.00759547,0.00757262,0.00689909,0.00682427,0.00680491,0.00567963,0.00545759,0.00526061,0.00452053,0.00436318,0.0038109,0.00358397,0.00349511,0.00369505,0.00377167,0.00360821,0.00390457,0.00357199
Belgium,1.AA Fuel Combustion - Sectoral approach,1.A.1 Energy Industries,Aggregate GHGs,kt CO₂ equivalent,30059.9,30059.9,30707.9,29502.1,28976.2,30081.2,29588.2,28878,27835,30574.2,26780.2,28670.6,26622.6,28069.9,29222.8,29699.7,29426,28305.8,27617,25512.5,25962.8,26547.1,23124,23001.8,21504.4,20450.1,21208.8,19958.6,20125.3,20078.7,21211
Belgium,1.AA Fuel Combustion - Sectoral approach,1.A.1 Energy Industries,CH₄,kt,0.794615,0.794615,0.782837,0.731502,0.714575,0.777618,0.782162,0.71314,0.848136,0.922076,1.14145,1.23677,1.26889,1.57811,1.7071,1.46605,1.36358,1.27438,1.45879,1.08995,1.29489,1.31686,1.40418,1.17198,1.1895,1.4673,1.17091,1.15443,1.2005,1.10927,1.14402
Belgium,1.AA Fuel Combustion - Sectoral approach,1.A.1 Energy Industries,CO₂,kt,29859.9,29859.9,30491.5,29290.4,28769.5,29868,29386.2,28658.1,27609.2,30340.9,26555.2,28425.7,26382.2,27819.4,28954.6,29443.3,29247.9,28135.9,27437.3,25344.1,25744.7,26341,22921.9,22807.4,21299.9,20256.2,21014.3,19769.7,19926.4,19884,21012.2
Belgium,1.AA Fuel Combustion - Sectoral approach,1.A.1 Energy Industries,N₂O,kt,0.604609,0.604609,0.660491,0.648807,0.633652,0.650187,0.612191,0.677886,0.686813,0.705688,0.659139,0.717796,0.700315,0.708064,0.756701,0.737434,0.483045,0.463327,0.480853,0.473506,0.623263,0.581084,0.560562,0.554014,0.586694,0.527514,0.554376,0.537111,0.566885,0.560293,0.571113
Belgium,1.AA Fuel Combustion - Sectoral approach,1.A.1.a Public Electricity and Heat Production,Aggregate GHGs,kt CO₂ equivalent,23600.6,23600.6,24426.3,23187.5,23388.3,24466.3,24251.5,23070.8,22257.9,24933.9,21541.3,23462,21381.8,22759,23472.1,24333.5,24592.9,23308.6,22580,20541.8,20895.1,21500.8,18535.3,18094.6,16750,15425.6,16308.2,15104.4,15203.7,15345.5,15362.3
Belgium,1.AA Fuel Combustion - Sectoral approach,1.A.1.a Public Electricity and Heat Production,CH₄,kt,0.455571,0.455571,0.452669,0.446484,0.447775,0.518404,0.551012,0.551595,0.731546,0.806259,1.02528,1.12536,1.16328,1.44982,1.60264,1.38888,1.35782,1.26866,1.2163,1.08728,1.08028,1.0915,1.08612,1.06725,1.02536,0.934671,1.01484,0.966951,0.986016,0.959633,0.977454
Belgium,1.AA Fuel Combustion - Sectoral approach,1.A.1.a Public Electricity and Heat Production,CO₂,kt,23536.6,23536.6,24362.1,23126.5,23327.6,24400.6,24182.4,23004.1,22190.1,24860,21465.4,23377,21298.3,22663.8,23370.5,24234.2,24473.9,23185.6,22448.8,20418.3,20770.8,21371.4,18410.9,17967.5,16619.8,15322.4,16186.9,14988.8,15085.2,15229.9,15251.2
